crop,district,market,price,arrival,quantity,unit,literacy,forecast
Wheat,Mysuru,Mysuru Mandi,1247.05,2025-07-15,156,quintal,81.8,Sunny weather
Rice,Mysuru,Mysuru Mandi,2888.23,2025-08-04,2269,ton,81.8,Sunny weather
Maize,chitradurga,chitradurga market,2335.51,2025-08-12,2627,quintal,81.8,Stable
Cotton,davanagere,davanagere market,2514.28,2025-07-05,1352,quintal,89.2,Price may drop
Cotton,Mysuru,Mysuru Mandi,1557.26,2025-07-02,2906,quintal,81.8,Cold wave
Maize,Tumkur,Tumkur Mandi,2243.83,2025-08-02,922,quintal,80.8,Rising prices
Cotton,davanagere,davanagere market,3096.48,2025-09-20,1668,kg,89.2,Stable
Tomato,chitradurga,chitradurga market,2650.8,2025-08-28,2771,kg,81.8,Cold wave
Cotton,davanagere,davanagere market,2286.96,2025-08-31,2533,kg,89.2,Rain expected
Cotton,chitradurga,chitradurga market,2793.67,2025-10-14,2043,ton,81.8,Drought warning
Wheat,davanagere,davanagere market,886.41,2025-08-01,2334,kg,89.2,Price may drop
Rice,chitradurga,chitradurga market,3039.07,2025-08-26,2413,kg,81.8,Heatwave
Rice,Kolar,Kolar Market,2950.12,2025-09-05,2358,quintal,58.7,Cold wave
Maize,davanagere,davanagere market,2579.7,2025-09-24,848,quintal,89.2,Flood risk
Tomato,chitradurga,chitradurga market,766.38,2025-08-25,2289,quintal,81.8,Price may drop
Wheat,Kolar,Kolar Market,1863.28,2025-08-17,1549,ton,58.7,Flood risk
Maize,Mysuru,Mysuru Mandi,1439.75,2025-09-09,1609,kg,81.8,Rain expected
Maize,Kolar,Kolar Market,3450.11,2025-08-13,1202,quintal,58.7,Heatwave
Wheat,chitradurga,chitradurga market,1693.45,2025-09-13,2094,kg,81.8,Stable
Cotton,davanagere,davanagere market,3396.11,2025-08-28,2190,quintal,89.2,Cold wave
Cotton,Mysuru,Mysuru Mandi,2795.79,2025-07-22,1717,kg,81.8,Rising prices
Cotton,Kolar,Kolar Market,2336.13,2025-08-05,2097,ton,58.7,Rising prices
Tomato,davanagere,davanagere market,1370.22,2025-08-14,2303,quintal,89.2,Stable
Wheat,Mysuru,Mysuru Mandi,3489.95,2025-07-27,2663,ton,81.8,Rain expected
Maize,Mysuru,Mysuru Mandi,3018.83,2025-07-17,392,ton,81.8,Rising prices
Wheat,Mysuru,Mysuru Mandi,2199.78,2025-09-26,1868,kg,81.8,Drought warning
Maize,Mysuru,Mysuru Mandi,1251.08,2025-08-10,2625,quintal,81.8,Rising prices
Tomato,chitradurga,chitradurga market,953.65,2025-10-12,1811,kg,81.8,Flood risk
Tomato,Kolar,Kolar Market,2331.56,2025-07-03,2693,kg,58.7,Slight showers
Rice,Kolar,Kolar Market,2481.75,2025-07-24,2740,ton,58.7,Rising prices
Maize,chitradurga,chitradurga market,2731.85,2025-10-24,2465,ton,81.8,Flood risk
Rice,Kolar,Kolar Market,2883.8,2025-08-03,494,quintal,58.7,Slight showers
Maize,davanagere,davanagere market,1462.5,2025-10-26,613,ton,89.2,Rising prices
Rice,Tumkur,Tumkur Mandi,1492.61,2025-09-23,1402,ton,80.8,Flood risk
Rice,Tumkur,Tumkur Mandi,3481.78,2025-07-01,1802,ton,80.8,Rising prices
Rice,chitradurga,chitradurga market,2109.0,2025-08-16,2530,kg,81.8,Drought warning
Tomato,chitradurga,chitradurga market,1348.94,2025-08-03,2189,quintal,81.8,Sunny weather
Rice,davanagere,davanagere market,3380.79,2025-10-05,1919,quintal,89.2,Slight showers
Cotton,chitradurga,chitradurga market,2294.81,2025-10-06,2334,kg,81.8,Flood risk
Wheat,Tumkur,Tumkur Mandi,1564.44,2025-09-18,891,quintal,80.8,Rising prices
Cotton,Mysuru,Mysuru Mandi,2785.79,2025-10-25,1478,kg,81.8,Stable
Maize,davanagere,davanagere market,1881.72,2025-07-30,585,quintal,89.2,Stable
Rice,davanagere,davanagere market,2747.26,2025-07-05,402,quintal,89.2,Sunny weather
Wheat,Tumkur,Tumkur Mandi,2736.22,2025-09-18,1360,ton,80.8,Price may drop
Wheat,Mysuru,Mysuru Mandi,2580.1,2025-08-05,600,quintal,81.8,Rain expected
Tomato,davanagere,davanagere market,2339.29,2025-10-18,1352,quintal,89.2,Stable
Wheat,chitradurga,chitradurga market,1204.92,2025-09-30,783,kg,81.8,Slight showers
Maize,Tumkur,Tumkur Mandi,3373.77,2025-09-03,229,kg,80.8,Rising prices
Wheat,Kolar,Kolar Market,1437.14,2025-07-05,2307,ton,58.7,Rising prices
Rice,davanagere,davanagere market,1812.22,2025-09-20,266,kg,89.2,Rising prices
Cotton,Mysuru,Mysuru Mandi,2036.5,2025-07-01,751,ton,81.8,Rain expected
Rice,Mysuru,Mysuru Mandi,1550.64,2025-09-09,1842,ton,81.8,Sunny weather
Rice,davanagere,davanagere market,2900.47,2025-08-23,312,kg,89.2,Rising prices
Wheat,chitradurga,chitradurga market,2661.97,2025-07-23,684,ton,81.8,Price may drop
Maize,Kolar,Kolar Market,3184.95,2025-07-21,2202,quintal,58.7,Rain expected
Tomato,Kolar,Kolar Market,2173.47,2025-09-26,1092,ton,58.7,Price may drop
Wheat,Mysuru,Mysuru Mandi,899.53,2025-08-18,1606,ton,81.8,Slight showers
Maize,chitradurga,chitradurga market,1887.8,2025-08-10,1079,ton,81.8,Stable
Tomato,davanagere,davanagere market,2794.45,2025-08-21,1734,kg,89.2,Flood risk
Wheat,davanagere,davanagere market,1201.44,2025-10-04,437,kg,89.2,Heatwave
Rice,chitradurga,chitradurga market,867.44,2025-09-28,621,ton,81.8,Flood risk
Cotton,Kolar,Kolar Market,1810.86,2025-07-09,2163,ton,58.7,Slight showers
Cotton,davanagere,davanagere market,2716.03,2025-07-21,280,ton,89.2,Drought warning
Rice,chitradurga,chitradurga market,2841.45,2025-08-20,731,quintal,81.8,Drought warning
Wheat,Mysuru,Mysuru Mandi,1820.06,2025-10-07,1955,quintal,81.8,Price may drop
Tomato,Kolar,Kolar Market,2295.73,2025-08-16,1136,quintal,58.7,Sunny weather
Maize,Kolar,Kolar Market,3469.5,2025-07-01,69,kg,58.7,Heatwave
Wheat,Kolar,Kolar Market,2477.36,2025-10-24,1397,quintal,58.7,Stable
Wheat,chitradurga,chitradurga market,2571.99,2025-08-25,1926,ton,81.8,Stable
Wheat,Kolar,Kolar Market,1588.23,2025-08-26,2671,ton,58.7,Drought warning
Wheat,Tumkur,Tumkur Mandi,2138.01,2025-10-05,2075,quintal,80.8,Flood risk
Wheat,Kolar,Kolar Market,1342.02,2025-09-16,2648,kg,58.7,Drought warning
Rice,chitradurga,chitradurga market,997.42,2025-09-02,1378,ton,81.8,Price may drop
Cotton,Kolar,Kolar Market,1470.6,2025-09-09,1833,kg,58.7,Sunny weather
Rice,Kolar,Kolar Market,1224.09,2025-10-04,2872,kg,58.7,Drought warning
Maize,Tumkur,Tumkur Mandi,1807.77,2025-07-27,1421,ton,80.8,Slight showers
Wheat,chitradurga,chitradurga market,3342.28,2025-07-04,557,ton,81.8,Price may drop
Cotton,Kolar,Kolar Market,2646.96,2025-09-20,2765,kg,58.7,Cold wave
Tomato,Tumkur,Tumkur Mandi,1117.8,2025-07-19,1502,ton,80.8,Rising prices
Maize,Kolar,Kolar Market,1990.62,2025-09-20,1254,quintal,58.7,Slight showers
Maize,Kolar,Kolar Market,2695.68,2025-10-15,2260,quintal,58.7,Stable
Wheat,Tumkur,Tumkur Mandi,3447.57,2025-07-21,2431,kg,80.8,Price may drop
Rice,chitradurga,chitradurga market,3482.25,2025-10-24,1352,quintal,81.8,Heatwave
Wheat,Mysuru,Mysuru Mandi,1526.28,2025-10-02,2731,quintal,81.8,Cold wave
Cotton,Mysuru,Mysuru Mandi,1070.77,2025-07-01,2252,kg,81.8,Slight showers
Tomato,Kolar,Kolar Market,2352.41,2025-10-09,33,quintal,58.7,Sunny weather
Tomato,Tumkur,Tumkur Mandi,2414.11,2025-07-22,177,quintal,80.8,Drought warning
Cotton,chitradurga,chitradurga market,1551.33,2025-09-30,1200,kg,81.8,Price may drop
Rice,Kolar,Kolar Market,3298.34,2025-10-18,1075,kg,58.7,Rising prices
Tomato,davanagere,davanagere market,3462.89,2025-08-25,2296,ton,89.2,Rain expected
Cotton,davanagere,davanagere market,1323.72,2025-10-15,1885,quintal,89.2,Sunny weather
Rice,chitradurga,chitradurga market,3051.45,2025-10-05,1318,ton,81.8,Heatwave
Wheat,Tumkur,Tumkur Mandi,2400.53,2025-10-17,2122,ton,80.8,Flood risk
Cotton,davanagere,davanagere market,2515.39,2025-10-27,859,ton,89.2,Rain expected
Cotton,davanagere,davanagere market,1116.03,2025-08-16,2478,quintal,89.2,Rising prices
Rice,Mysuru,Mysuru Mandi,1129.91,2025-08-10,423,ton,81.8,Drought warning
Wheat,Kolar,Kolar Market,819.3,2025-10-19,1513,ton,58.7,Heatwave
Cotton,Tumkur,Tumkur Mandi,2394.53,2025-08-26,966,kg,80.8,Slight showers
Wheat,Tumkur,Tumkur Mandi,2622.71,2025-07-28,2232,quintal,80.8,Stable
Rice,Tumkur,Tumkur Mandi,3357.31,2025-07-27,1242,ton,80.8,Stable
Cotton,Mysuru,Mysuru Mandi,1791.01,2025-09-07,1074,kg,81.8,Drought warning
Tomato,chitradurga,chitradurga market,1855.9,2025-07-14,2980,quintal,81.8,Drought warning
Tomato,Mysuru,Mysuru Mandi,886.92,2025-08-28,1239,kg,81.8,Drought warning
Maize,davanagere,davanagere market,3469.56,2025-09-29,2207,ton,89.2,Heatwave
Wheat,chitradurga,chitradurga market,996.33,2025-09-29,2620,ton,81.8,Heatwave
Tomato,davanagere,davanagere market,3309.0,2025-10-10,1101,kg,89.2,Heatwave
Maize,Mysuru,Mysuru Mandi,764.59,2025-07-10,2499,kg,81.8,Price may drop
Rice,chitradurga,chitradurga market,2903.96,2025-07-24,2720,quintal,81.8,Heatwave
Maize,Tumkur,Tumkur Mandi,1532.56,2025-10-04,1275,kg,80.8,Sunny weather
Rice,Mysuru,Mysuru Mandi,1711.09,2025-07-20,2421,kg,81.8,Price may drop
Maize,Tumkur,Tumkur Mandi,1111.12,2025-09-07,2103,kg,80.8,Price may drop
Rice,chitradurga,chitradurga market,2665.78,2025-07-05,2032,quintal,81.8,Cold wave
Cotton,davanagere,davanagere market,2044.18,2025-08-19,1773,kg,89.2,Drought warning
Wheat,Mysuru,Mysuru Mandi,920.43,2025-07-15,1426,kg,81.8,Price may drop
Wheat,Kolar,Kolar Market,2277.26,2025-08-03,2768,kg,58.7,Stable
Tomato,chitradurga,chitradurga market,3083.61,2025-09-11,785,kg,81.8,Heatwave
Rice,chitradurga,chitradurga market,2153.07,2025-10-15,856,quintal,81.8,Flood risk
Cotton,Mysuru,Mysuru Mandi,3414.85,2025-10-11,1938,ton,81.8,Rain expected
Wheat,Tumkur,Tumkur Mandi,706.32,2025-09-27,1579,kg,80.8,Cold wave
Wheat,davanagere,davanagere market,1810.61,2025-09-08,1046,ton,89.2,Stable
Wheat,Tumkur,Tumkur Mandi,1135.17,2025-09-04,2404,quintal,80.8,Flood risk
Wheat,Mysuru,Mysuru Mandi,1175.61,2025-08-20,585,ton,81.8,Rain expected
Cotton,Tumkur,Tumkur Mandi,2052.58,2025-10-15,316,ton,80.8,Rain expected
Wheat,Tumkur,Tumkur Mandi,1879.15,2025-10-03,43,ton,80.8,Slight showers
Cotton,Tumkur,Tumkur Mandi,2402.7,2025-08-06,2339,kg,80.8,Cold wave
Rice,Mysuru,Mysuru Mandi,1575.93,2025-09-04,2338,ton,81.8,Slight showers
Wheat,Kolar,Kolar Market,3010.69,2025-09-25,2144,quintal,58.7,Price may drop
Maize,Mysuru,Mysuru Mandi,1779.72,2025-07-15,2638,kg,81.8,Cold wave
Tomato,chitradurga,chitradurga market,3096.32,2025-07-12,373,ton,81.8,Heatwave
Tomato,Mysuru,Mysuru Mandi,2860.94,2025-08-05,43,kg,81.8,Sunny weather
Cotton,Kolar,Kolar Market,1813.09,2025-08-29,1117,quintal,58.7,Rising prices
Tomato,chitradurga,chitradurga market,1538.34,2025-07-04,2365,kg,81.8,Stable
Wheat,chitradurga,chitradurga market,3407.01,2025-07-31,1199,quintal,81.8,Rising prices
Wheat,Mysuru,Mysuru Mandi,1790.88,2025-10-24,473,kg,81.8,Flood risk
Maize,chitradurga,chitradurga market,2716.46,2025-07-28,340,ton,81.8,Drought warning
Tomato,Mysuru,Mysuru Mandi,2869.69,2025-07-11,505,quintal,81.8,Price may drop
Cotton,Kolar,Kolar Market,1088.93,2025-09-06,2046,kg,58.7,Heatwave
Wheat,davanagere,davanagere market,1352.4,2025-08-13,2323,quintal,89.2,Rising prices
Cotton,davanagere,davanagere market,2353.81,2025-09-22,2849,quintal,89.2,Drought warning
Rice,Tumkur,Tumkur Mandi,1497.92,2025-09-25,371,kg,80.8,Price may drop
Tomato,davanagere,davanagere market,1496.56,2025-08-25,478,quintal,89.2,Price may drop
Cotton,Mysuru,Mysuru Mandi,3351.54,2025-10-22,2539,kg,81.8,Price may drop
Wheat,Kolar,Kolar Market,2830.36,2025-09-27,21,kg,58.7,Rising prices
Cotton,Kolar,Kolar Market,1571.1,2025-08-05,2214,quintal,58.7,Stable
Maize,Mysuru,Mysuru Mandi,1118.99,2025-07-28,1128,kg,81.8,Rain expected
Tomato,Kolar,Kolar Market,3200.9,2025-09-29,65,ton,58.7,Price may drop
Wheat,Tumkur,Tumkur Mandi,1286.88,2025-10-12,2473,quintal,80.8,Heatwave
Tomato,Kolar,Kolar Market,1551.12,2025-10-12,1005,ton,58.7,Flood risk
Maize,chitradurga,chitradurga market,2400.35,2025-07-01,200,ton,81.8,Slight showers
Wheat,Mysuru,Mysuru Mandi,2372.17,2025-08-03,1265,kg,81.8,Sunny weather
Cotton,Tumkur,Tumkur Mandi,1628.28,2025-07-13,2047,kg,80.8,Flood risk
Tomato,Tumkur,Tumkur Mandi,1647.63,2025-07-09,1541,quintal,80.8,Rain expected
Wheat,Tumkur,Tumkur Mandi,3359.83,2025-07-09,2576,kg,80.8,Stable
Rice,Mysuru,Mysuru Mandi,2226.27,2025-08-20,124,kg,81.8,Rising prices
Wheat,Mysuru,Mysuru Mandi,2855.14,2025-10-25,1507,kg,81.8,Heatwave
Rice,Kolar,Kolar Market,2901.63,2025-07-27,2789,quintal,58.7,Heatwave
Tomato,Kolar,Kolar Market,855.34,2025-09-01,2049,quintal,58.7,Cold wave
Maize,chitradurga,chitradurga market,2418.29,2025-10-16,2484,quintal,81.8,Drought warning
Tomato,davanagere,davanagere market,2647.94,2025-08-19,2623,quintal,89.2,Price may drop
Wheat,chitradurga,chitradurga market,1261.19,2025-07-10,919,kg,81.8,Slight showers
Tomato,Mysuru,Mysuru Mandi,3418.23,2025-07-05,879,quintal,81.8,Flood risk
Rice,davanagere,davanagere market,2219.7,2025-07-28,1846,quintal,89.2,Slight showers
Tomato,chitradurga,chitradurga market,1693.65,2025-10-03,1104,ton,81.8,Rising prices
Rice,davanagere,davanagere market,2978.27,2025-10-10,1452,kg,89.2,Slight showers
Rice,Kolar,Kolar Market,3119.76,2025-10-15,2833,kg,58.7,Stable
Wheat,davanagere,davanagere market,3260.47,2025-08-26,1713,kg,89.2,Rain expected
Cotton,Tumkur,Tumkur Mandi,3143.01,2025-07-07,2186,kg,80.8,Stable
Maize,Tumkur,Tumkur Mandi,1385.8,2025-10-27,1302,quintal,80.8,Drought warning
Tomato,Tumkur,Tumkur Mandi,3281.05,2025-09-19,2192,quintal,80.8,Drought warning
Maize,Mysuru,Mysuru Mandi,2190.2,2025-10-20,2506,ton,81.8,Flood risk
Rice,chitradurga,chitradurga market,3034.36,2025-07-17,2570,quintal,81.8,Rain expected
Tomato,Mysuru,Mysuru Mandi,1678.11,2025-07-06,1622,kg,81.8,Heatwave
Tomato,Kolar,Kolar Market,2039.92,2025-07-16,316,ton,58.7,Price may drop
Wheat,davanagere,davanagere market,3428.44,2025-07-27,2522,kg,89.2,Drought warning
Cotton,Mysuru,Mysuru Mandi,2809.98,2025-10-06,1754,ton,81.8,Heatwave
Maize,Kolar,Kolar Market,2269.23,2025-07-07,1197,kg,58.7,Rising prices
Wheat,davanagere,davanagere market,858.02,2025-07-15,827,quintal,89.2,Sunny weather
Wheat,Tumkur,Tumkur Mandi,2276.34,2025-10-08,900,quintal,80.8,Sunny weather
Rice,davanagere,davanagere market,2396.71,2025-10-16,1221,ton,89.2,Flood risk
Wheat,davanagere,davanagere market,1012.38,2025-09-27,894,ton,89.2,Sunny weather
Maize,Mysuru,Mysuru Mandi,2997.41,2025-10-10,1164,kg,81.8,Heatwave
Rice,davanagere,davanagere market,821.25,2025-07-26,412,kg,89.2,Slight showers
Tomato,Mysuru,Mysuru Mandi,3328.73,2025-09-05,1963,quintal,81.8,Rain expected
Maize,Tumkur,Tumkur Mandi,753.42,2025-08-22,372,quintal,80.8,Drought warning
Maize,Mysuru,Mysuru Mandi,907.68,2025-08-19,1612,quintal,81.8,Price may drop
Cotton,chitradurga,chitradurga market,1525.47,2025-07-08,2851,quintal,81.8,Rising prices
Rice,davanagere,davanagere market,1251.55,2025-09-30,706,quintal,89.2,Drought warning
Tomato,Tumkur,Tumkur Mandi,3004.97,2025-08-14,1438,kg,80.8,Stable
Tomato,Mysuru,Mysuru Mandi,2240.75,2025-07-07,669,ton,81.8,Flood risk
Tomato,davanagere,davanagere market,838.13,2025-08-28,146,ton,89.2,Cold wave
Maize,chitradurga,chitradurga market,1420.99,2025-07-03,2404,ton,81.8,Price may drop
Cotton,chitradurga,chitradurga market,1801.23,2025-08-26,1083,ton,81.8,Drought warning
Wheat,Tumkur,Tumkur Mandi,798.77,2025-09-06,2968,ton,80.8,Drought warning
Rice,Mysuru,Mysuru Mandi,875.5,2025-09-22,2270,quintal,81.8,Sunny weather
Rice,Tumkur,Tumkur Mandi,1540.11,2025-10-10,2125,ton,80.8,Rising prices
Wheat,Mysuru,Mysuru Mandi,3035.71,2025-07-07,1479,quintal,81.8,Rain expected
Rice,Kolar,Kolar Market,1606.63,2025-07-25,1060,quintal,58.7,Cold wave
Wheat,Mysuru,Mysuru Mandi,3265.58,2025-07-27,1346,ton,81.8,Flood risk
Cotton,davanagere,davanagere market,2830.64,2025-09-10,602,quintal,89.2,Cold wave
Wheat,chitradurga,chitradurga market,1844.3,2025-08-03,790,quintal,81.8,Drought warning
Wheat,Mysuru,Mysuru Mandi,3423.48,2025-10-06,2216,ton,81.8,Rising prices
Tomato,Mysuru,Mysuru Mandi,1973.81,2025-08-13,1673,ton,81.8,Price may drop
Maize,chitradurga,chitradurga market,1620.39,2025-10-21,499,ton,81.8,Stable
Rice,davanagere,davanagere market,1508.95,2025-08-25,2691,ton,89.2,Heatwave
Wheat,chitradurga,chitradurga market,1982.08,2025-09-14,396,ton,81.8,Slight showers
Rice,davanagere,davanagere market,2533.57,2025-09-10,1177,quintal,89.2,Heatwave
Maize,Kolar,Kolar Market,1144.39,2025-09-20,895,kg,58.7,Price may drop
Rice,Tumkur,Tumkur Mandi,718.2,2025-07-27,1245,quintal,80.8,Rising prices
Maize,davanagere,davanagere market,2525.62,2025-10-18,2878,ton,89.2,Sunny weather
Cotton,davanagere,davanagere market,2500.67,2025-07-17,1411,quintal,89.2,Stable
Cotton,Tumkur,Tumkur Mandi,913.39,2025-07-24,510,quintal,80.8,Heatwave
Rice,Kolar,Kolar Market,2477.83,2025-08-11,1731,ton,58.7,Cold wave
Cotton,Tumkur,Tumkur Mandi,3168.8,2025-07-20,2357,ton,80.8,Cold wave
Maize,Mysuru,Mysuru Mandi,3160.32,2025-10-26,1222,kg,81.8,Drought warning
Tomato,Kolar,Kolar Market,1493.59,2025-07-27,1229,ton,58.7,Price may drop
Wheat,Kolar,Kolar Market,1684.23,2025-07-23,2875,ton,58.7,Sunny weather
Rice,Tumkur,Tumkur Mandi,2708.33,2025-10-19,743,kg,80.8,Cold wave
Tomato,Kolar,Kolar Market,1864.58,2025-07-01,2328,quintal,58.7,Cold wave
Cotton,Kolar,Kolar Market,825.3,2025-07-19,2807,kg,58.7,Rising prices
Maize,chitradurga,chitradurga market,1200.21,2025-09-06,1241,quintal,81.8,Flood risk
Rice,Mysuru,Mysuru Mandi,887.31,2025-10-20,2203,kg,81.8,Sunny weather
Maize,Tumkur,Tumkur Mandi,3372.42,2025-07-22,1423,kg,80.8,Stable
Cotton,Kolar,Kolar Market,909.73,2025-08-10,1054,ton,58.7,Sunny weather
Wheat,Kolar,Kolar Market,3125.36,2025-08-25,2014,ton,58.7,Price may drop
Tomato,Tumkur,Tumkur Mandi,2968.69,2025-07-10,1034,kg,80.8,Rain expected
Tomato,Kolar,Kolar Market,1296.17,2025-07-10,1474,kg,58.7,Slight showers
Wheat,Tumkur,Tumkur Mandi,2101.47,2025-08-25,2663,kg,80.8,Rain expected
Wheat,Mysuru,Mysuru Mandi,1784.08,2025-07-26,242,kg,81.8,Stable
Cotton,Mysuru,Mysuru Mandi,2733.28,2025-09-15,2631,ton,81.8,Heatwave
Cotton,davanagere,davanagere market,1716.65,2025-08-23,2888,ton,89.2,Stable
Wheat,chitradurga,chitradurga market,3377.25,2025-07-15,1988,kg,81.8,Sunny weather
Cotton,Mysuru,Mysuru Mandi,2903.48,2025-09-17,1706,ton,81.8,Sunny weather
Rice,chitradurga,chitradurga market,2789.98,2025-07-28,1175,quintal,81.8,Drought warning
Cotton,Kolar,Kolar Market,773.23,2025-07-21,1020,ton,58.7,Flood risk
Cotton,Mysuru,Mysuru Mandi,959.3,2025-10-15,972,quintal,81.8,Drought warning
Maize,Tumkur,Tumkur Mandi,2177.63,2025-09-10,2650,quintal,80.8,Slight showers
Cotton,Mysuru,Mysuru Mandi,1619.83,2025-10-24,1212,quintal,81.8,Rain expected
Rice,davanagere,davanagere market,2704.03,2025-10-04,216,quintal,89.2,Sunny weather
Rice,chitradurga,chitradurga market,2084.07,2025-10-10,1815,ton,81.8,Drought warning
Cotton,davanagere,davanagere market,3326.47,2025-10-17,98,ton,89.2,Cold wave
Rice,Tumkur,Tumkur Mandi,1288.46,2025-08-10,1781,kg,80.8,Drought warning
Rice,Mysuru,Mysuru Mandi,1199.13,2025-08-03,429,ton,81.8,Rising prices
Maize,Tumkur,Tumkur Mandi,3123.31,2025-10-24,766,ton,80.8,Rising prices
Tomato,davanagere,davanagere market,3481.8,2025-10-06,639,quintal,89.2,Rising prices
Wheat,chitradurga,chitradurga market,1122.54,2025-09-19,2919,quintal,81.8,Rising prices
Maize,Mysuru,Mysuru Mandi,2310.54,2025-08-22,1621,quintal,81.8,Stable
Cotton,Mysuru,Mysuru Mandi,1945.1,2025-10-06,2419,quintal,81.8,Stable
Wheat,davanagere,davanagere market,1240.17,2025-10-04,2598,quintal,89.2,Price may drop
Rice,Kolar,Kolar Market,2778.25,2025-09-21,1584,kg,58.7,Slight showers
Wheat,davanagere,davanagere market,1762.94,2025-10-16,700,quintal,89.2,Sunny weather
Cotton,Kolar,Kolar Market,3238.32,2025-09-01,1904,quintal,58.7,Stable
Tomato,davanagere,davanagere market,1994.61,2025-08-10,673,ton,89.2,Rising prices
Cotton,Kolar,Kolar Market,1557.24,2025-07-30,2916,ton,58.7,Flood risk
Rice,Mysuru,Mysuru Mandi,3347.0,2025-07-19,1315,ton,81.8,Price may drop
Wheat,chitradurga,chitradurga market,2535.47,2025-07-07,1570,quintal,81.8,Rising prices
Maize,Kolar,Kolar Market,719.36,2025-10-23,2391,ton,58.7,Heatwave
Wheat,chitradurga,chitradurga market,1072.36,2025-08-10,342,kg,81.8,Rising prices
Cotton,davanagere,davanagere market,1644.34,2025-08-01,1922,kg,89.2,Heatwave
Tomato,chitradurga,chitradurga market,1739.65,2025-09-30,1174,ton,81.8,Sunny weather
Cotton,chitradurga,chitradurga market,725.28,2025-07-12,1156,kg,81.8,Sunny weather
Wheat,Tumkur,Tumkur Mandi,2255.29,2025-07-10,1406,ton,80.8,Price may drop
Maize,Kolar,Kolar Market,1406.66,2025-10-21,1987,kg,58.7,Drought warning
Tomato,Tumkur,Tumkur Mandi,2141.36,2025-10-25,2344,quintal,80.8,Price may drop
Cotton,chitradurga,chitradurga market,1520.49,2025-09-05,2225,kg,81.8,Stable
Rice,Mysuru,Mysuru Mandi,2931.7,2025-10-23,2335,ton,81.8,Heatwave
Tomato,chitradurga,chitradurga market,3252.45,2025-08-13,1139,ton,81.8,Heatwave
Tomato,Tumkur,Tumkur Mandi,2326.15,2025-08-19,376,ton,80.8,Heatwave
Wheat,chitradurga,chitradurga market,1461.93,2025-07-23,718,ton,81.8,Rising prices
Cotton,Tumkur,Tumkur Mandi,2634.37,2025-08-19,2623,quintal,80.8,Sunny weather
Tomato,Tumkur,Tumkur Mandi,1564.07,2025-10-22,2026,quintal,80.8,Stable
Cotton,Kolar,Kolar Market,1144.42,2025-10-16,1106,kg,58.7,Flood risk
Wheat,Tumkur,Tumkur Mandi,1428.18,2025-07-18,975,ton,80.8,Heatwave
Tomato,davanagere,davanagere market,2680.26,2025-10-27,2168,ton,89.2,Stable
Maize,Tumkur,Tumkur Mandi,3036.55,2025-07-05,869,ton,80.8,Drought warning
Maize,chitradurga,chitradurga market,2427.97,2025-07-05,1659,kg,81.8,Cold wave
Cotton,Mysuru,Mysuru Mandi,1166.78,2025-08-19,1807,ton,81.8,Cold wave
Maize,Kolar,Kolar Market,896.35,2025-10-04,1144,ton,58.7,Sunny weather
Rice,Tumkur,Tumkur Mandi,908.22,2025-07-01,2304,kg,80.8,Slight showers
Rice,Kolar,Kolar Market,3442.32,2025-08-08,2277,kg,58.7,Heatwave
Cotton,Tumkur,Tumkur Mandi,2431.3,2025-07-01,148,quintal,80.8,Flood risk
Rice,Mysuru,Mysuru Mandi,2427.46,2025-10-22,1707,kg,81.8,Stable
Tomato,chitradurga,chitradurga market,3394.84,2025-08-19,566,kg,81.8,Slight showers
